Date,Village,Area,Pre/post harvest,Family,Genus,Species,binomial,size,Life-history stage (scaridae only),Group size,pre-flight behaviour,flight direction,Depth,FID,Speargun
15/12/2011,Community 1,MPA,Pre,Chaetodontidae,Chaetodon,vagabundus,Chaetodon vagabundus,12,,1,,a,3.8,170,0
15/12/2011,Community 1,MPA,Pre,Chaetodontidae,Forcipiger,flavissimus,Forcipiger flavissimus,13,,2,,a,7.5,280,0
15/12/2011,Community 1,MPA,Pre,Chaetodontidae,Chaetodon,ornatissimus,Chaetodon ornatissimus,12,,1,,p,3.5,175,0
15/12/2011,Community 1,MPA,Pre,Chaetodontidae,Forcipiger,flavissimus,Forcipiger flavissimus,13,,1,,p,4.6,145,0
15/12/2011,Community 1,MPA,Pre,Scaridae,Chlorurus,japanensis,Chlorurus japanensis,28,t,1,,a,3.2,295,0
15/12/2011,Community 1,MPA,Pre,Chaetodontidae,Chaetodon,plebius,Chaetodon plebius,12,,2,,a,4.1,185,0
15/12/2011,Community 1,MPA,Pre,Chaetodontidae,Chaetodon,rafflesi,Chaetodon rafflesi,10,,2,,a,4.2,265,0
15/12/2011,Community 1,MPA,Pre,Chaetodontidae,Chaetodon,ornatissimus,Chaetodon ornatissimus,12,,2,,p,4.5,130,0
15/12/2011,Community 1,MPA,Pre,Chaetodontidae,Forcipiger,flavissimus,Forcipiger flavissimus,13,,1,,p,6.3,145,0
15/12/2011,Community 1,MPA,Pre,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,23,t,1,,p,4.1,335,0
15/12/2011,Community 1,MPA,Pre,Chaetodontidae,Chaetodon,vagabundus,Chaetodon vagabundus,12,,2,,p,5.5,205,0
15/12/2011,Community 1,MPA,Pre,Chaetodontidae,Forcipiger,flavissimus,Forcipiger flavissimus,11,,1,,a,5.1,210,0
15/12/2011,Community 1,MPA,Pre,Scaridae,Scarus,oviceps,Scarus oviceps,23,i,1,,p,6.7,355,1
15/12/2011,Community 1,MPA,Pre,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,21,t,1,,a,9.1,245,0
15/12/2011,Community 1,MPA,Pre,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,21,t,1,,a,9.3,210,0
15/12/2011,Community 1,MPA,Pre,Scaridae,Scarus,oviceps,Scarus oviceps,24,t,1,,p,7.9,360,1
15/12/2011,Community 1,MPA,Pre,Chaetodontidae,Chaetodon,rafflesi,Chaetodon rafflesi,11,,2,,p,7.5,175,0
15/12/2011,Community 1,MPA,Pre,Chaetodontidae,Chaetodon,flavissimus,Chaetodon flavissimus,12,,2,,p,7,145,0
15/12/2011,Community 1,MPA,Pre,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,25,t,1,,a,3.9,560,1
15/12/2011,Community 1,MPA,Pre,Scaridae,Chlorurus,japanensis,Chlorurus japanensis,21,i,1,,p,5.4,310,0
15/12/2011,Community 1,MPA,Pre,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,22,t,1,,p,5.1,190,0
15/12/2011,Community 1,MPA,Pre,Scaridae,Scarus,fortensi,Scarus fortensi,23,t,1,,p,9.2,350,1
15/12/2011,Community 1,MPA,Pre,Scaridae,Scarus,spinus,Scarus spinus,22,t,1,,p,9.1,175,0
15/12/2011,Community 1,MPA,Pre,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,21,t,1,,p,6.2,450,1
15/12/2011,Community 1,MPA,Pre,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,16,,7,,a,3.3,212,0
15/12/2011,Community 1,MPA,Pre,Acanthuridae,Acanthurus,nigricans,Acanthurus nigricans,17,,1,,p,3.7,285,0
15/12/2011,Community 1,MPA,Pre,Acanthuridae,Acanthurus,nigricans,Acanthurus nigricans,18,,1,,p,3.6,320,0
15/12/2011,Community 1,MPA,Pre,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,20,,1,,p,3.8,375,1
15/12/2011,Community 1,MPA,Pre,Acanthuridae,Naso,lituratus,Naso lituratus,22,,1,,tr,5,250,0
15/12/2011,Community 1,MPA,Pre,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,20,,1,,p,3.4,305,0
15/12/2011,Community 1,MPA,Pre,Acanthuridae,Acanthurus,nigricans,Acanthurus nigricans,19,,3,,a,5,280,0
15/12/2011,Community 1,MPA,Pre,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,20,,2,,p,3.5,250,0
15/12/2011,Community 1,MPA,Pre,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,24,,1,,p,3.2,260,0
15/12/2011,Community 1,MPA,Pre,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,17,,1,,tr,4.1,250,0
15/12/2011,Community 1,MPA,Pre,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,18,,4,,p,4.3,360,1
15/12/2011,Community 1,MPA,Pre,Acanthuridae,Naso,lituratus,Naso lituratus,22,,1,,a,7.3,330,0
15/12/2011,Community 1,PHC,Pre,Acanthuridae,Acanthurus,nigricans,Acanthurus nigricans,20,,1,n,a,4.3,223,0
15/12/2011,Community 1,PHC,Pre,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,23,t,1,ow,p,4.6,292,0
15/12/2011,Community 1,PHC,Pre,Scaridae,Scarus,niger,Scarus niger,26,t,1,w,ad,6.7,203,0
15/12/2011,Community 1,PHC,Pre,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,19,,1,ow,a,3.8,361,1
15/12/2011,Community 1,PHC,Pre,Acanthuridae,Naso,lituratus,Naso lituratus,24,,2,ow,a,7,383,1
15/12/2011,Community 1,PHC,Pre,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,21,,1,w,a,5.2,259,0
15/12/2011,Community 1,PHC,Pre,Acanthuridae,Naso,lituratus,Naso lituratus,26,,1,ow,a,7.2,303,0
15/12/2011,Community 1,PHC,Pre,Scaridae,Scarus,oviceps,Scarus oviceps,24,i,1,sa,a,7.5,189,0
15/12/2011,Community 1,PHC,Pre,Scaridae,Scarus,oviceps,Scarus oviceps,23,i,1,w,a,3.5,310,0
15/12/2011,Community 1,PHC,Pre,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,26,t,1,ow,a,7.4,258,0
15/12/2011,Community 1,PHC,Pre,Scaridae,Scarus,spinus,Scarus spinus,27,t,1,sa,a,7.9,321,0
15/12/2011,Community 1,PHC,Pre,Scaridae,Scarus,niger,Scarus niger,31,t,1,n,a,4.7,442,1
15/12/2011,Community 1,PHC,Pre,Chaetodontidae,Forcipiger,flavissimus,Forcipiger flavissimus,13,,1,i,a,6.6,104,0
15/12/2011,Community 1,PHC,Pre,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,22,,1,w,a,4.6,329,0
15/12/2011,Community 1,PHC,Pre,Acanthuridae,Naso,lituratus,Naso lituratus,27,,3,n,a,6.1,424,1
15/12/2011,Community 1,PHC,Pre,Chaetodontidae,Chaetodon,semeion,Chaetodon semeion,14,,1,i,a,5.8,52,0
15/12/2011,Community 1,PHC,Pre,Chaetodontidae,Forcipiger,flavissimus,Forcipiger flavissimus,13,,2,i,a,5.8,191,0
15/12/2011,Community 1,PHC,Pre,Chaetodontidae,Chaetodon,ephippium,Chaetodon ephippium,16,,1,i,a,6.5,78,0
15/12/2011,Community 1,PHC,Pre,Chaetodontidae,Chaetodon,ephippium,Chaetodon ephippium,16,,2,i,a,6.8,193,0
15/12/2011,Community 1,PHC,Pre,Scaridae,Chlorurus,japanensis,Chlorurus japanensis,32,t,1,ow,a,5.2,423,1
15/12/2011,Community 1,PHC,Pre,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,25,t,1,n,a,6.6,405,1
15/12/2011,Community 1,PHC,Pre,Acanthuridae,Naso,lituratus,Naso lituratus,22,,2,sa,a,5.7,414,1
15/12/2011,Community 1,PHC,Pre,Chaetodontidae,Chaetodon,rafflesi,Chaetodon rafflesi,13,,2,w,a,6.2,143,0
15/12/2011,Community 1,PHC,Pre,Chaetodontidae,Chaetodon,baronessa,Chaetodon baronessa,10,,2,w,tr,3.8,52,0
15/12/2011,Community 1,PHC,Pre,Chaetodontidae,Chaetodon,ephippium,Chaetodon ephippium,18,,2,ow,a,3.5,298,0
15/12/2011,Community 1,PHC,Pre,Acanthuridae,Naso,lituratus,Naso lituratus,27,,1,ow,a,5.1,228,0
15/12/2011,Community 1,PHC,Pre,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,21,,1,ow,a,3.4,244,0
15/12/2011,Community 1,PHC,Pre,Chaetodontidae,Chaetodon,ornatissimus,Chaetodon ornatissimus,16,,1,i,a,3.2,241,0
15/12/2011,Community 1,PHC,Pre,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,20,,1,n,a,3.2,238,0
15/12/2011,Community 1,PHC,Pre,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,24,,1,n,a,3.4,267,0
15/12/2011,Community 1,PHC,Pre,Scaridae,Scarus,fortensi,Scarus fortensi,23,i,1,w,a,6.4,346,1
15/12/2011,Community 1,PHC,Pre,Scaridae,Scarus,oviceps,Scarus oviceps,26,t,1,w,a,7.8,398,1
15/12/2011,Community 1,PHC,Pre,Chaetodontidae,Forcipiger,flavissimus,Forcipiger flavissimus,11,,1,i,a,43,224,0
15/12/2011,Community 1,PHC,Pre,Chaetodontidae,Chaetodon,reticulatus,Chaetodon reticulatus,12,,1,sa,a,4.6,181,0
15/12/2011,Community 1,PHC,Pre,Chaetodontidae,Chaetodon,ephippium,Chaetodon ephippium,17,,2,ow,a,3.3,276,0
15/12/2011,Community 1,PHC,Pre,Scaridae,Chlorurus,japanensis,Chlorurus japanensis,29,t,1,n,a,3.4,470,1
16/12/2011,Community 1,Fished,Pre,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,24,,1,ow,a,5.1,367,1
16/12/2011,Community 1,Fished,Pre,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,25,t,1,n,a,6.6,514,1
16/12/2011,Community 1,Fished,Pre,Acanthuridae,Naso,lituratus,Naso lituratus,25,,4,ow,a,4.5,394,1
16/12/2011,Community 1,Fished,Pre,Chaetodontidae,Chaetodon,rafflesi,Chaetodon rafflesi,10,,1,i,a,5.1,142,0
16/12/2011,Community 1,Fished,Pre,Acanthuridae,Naso,lituratus,Naso lituratus,27,,2,sa,a,7.4,507,1
16/12/2011,Community 1,Fished,Pre,Chaetodontidae,Chaetodon,rafflesi,Chaetodon rafflesi,10,,2,n,a,6.7,192,0
16/12/2011,Community 1,Fished,Pre,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,24,t,1,ow,a,7.7,343,1
16/12/2011,Community 1,Fished,Pre,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,25,,3,w,a,7.2,457,1
16/12/2011,Community 1,Fished,Pre,Scaridae,Scarus,rubroviolaceus,Scarus rubroviolaceus,47,t,1,ow,a,10.2,658,1
16/12/2011,Community 1,Fished,Pre,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,21,,12,ow,a,8.2,414,1
16/12/2011,Community 1,Fished,Pre,Chaetodontidae,Chaetodon,lunulatus,Chaetodon lunulatus,11,,2,i,a,8.9,214,0
16/12/2011,Community 1,Fished,Pre,Chaetodontidae,Chaetodon,auriga,Chaetodon auriga,15,,2,i,a,6.8,282,0
16/12/2011,Community 1,Fished,Pre,Chaetodontidae,Chaetodon,auriga,Chaetodon auriga,16,,2,sa,a,8.2,187,0
16/12/2011,Community 1,Fished,Pre,Chaetodontidae,Chaetodon,vagabundus,Chaetodon vagabundus,14,,2,i,a,7.7,114,0
16/12/2011,Community 1,Fished,Pre,Acanthuridae,Naso,lituratus,Naso lituratus,24,,1,i,a,9.1,346,1
16/12/2011,Community 1,Fished,Pre,Scaridae,Scarus,rubroviolaceus,Scarus rubroviolaceus,29,i,1,ow,a,9.5,508,1
16/12/2011,Community 1,Fished,Pre,Chaetodontidae,Chaetodon,reticulatus,Chaetodon reticulatus,13,,1,i,a,6.8,47,0
16/12/2011,Community 1,Fished,Pre,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,22,,2,n,a,5.3,442,1
16/12/2011,Community 1,Fished,Pre,Chaetodontidae,Chaetodon,ephippium,Chaetodon ephippium,16,,2,sa,a,7,123,0
16/12/2011,Community 1,Fished,Pre,Acanthuridae,Naso,lituratus,Naso lituratus,28,,1,ow,a,6.7,468,1
16/12/2011,Community 1,Fished,Pre,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,22,,2,ow,a,6.1,313,0
16/12/2011,Community 1,Fished,Pre,Scaridae,Chlorurus,japanensis,Chlorurus japanensis,29,t,1,i,a,5.9,332,0
16/12/2011,Community 1,Fished,Pre,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,23,,1,w,a,8.2,403,1
16/12/2011,Community 1,Fished,Pre,Scaridae,Scarus,oviceps,Scarus oviceps,25,t,1,w,a,9,469,1
16/12/2011,Community 1,Fished,Pre,Chaetodontidae,Chaetodon,rafflesi,Chaetodon rafflesi,11,,2,i,a,8.7,205,0
16/12/2011,Community 1,Fished,Pre,Scaridae,Scarus,oviceps,Scarus oviceps,26,t,1,n,a,9.9,712,1
16/12/2011,Community 1,Fished,Pre,Chaetodontidae,Chaetodon,vagabundus,Chaetodon vagabundus,12,,2,i,a,6,175,0
16/12/2011,Community 1,Fished,Pre,Scaridae,Chlorurus,japanensis,Chlorurus japanensis,32,t,1,w,a,4.9,419,1
16/12/2011,Community 1,Fished,Pre,Scaridae,Scarus,rubroviolaceus,Scarus rubroviolaceus,35,i,1,w,a,5,693,1
16/12/2011,Community 1,Fished,Pre,Scaridae,Scarus,spinus,Scarus spinus,26,t,1,ow,a,6.5,390,1
16/12/2011,Community 1,Fished,Pre,Scaridae,Scarus,altipinnis,Scarus altipinnis,29,t,1,sa,a,7.4,529,1
16/12/2011,Community 1,Fished,Pre,Chaetodontidae,Chaetodon,melanotus,Chaetodon melanotus,10,,1,i,a,6.8,118,0
16/12/2011,Community 1,Fished,Pre,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,24,,7,n,a,3.7,449,1
16/12/2011,Community 1,Fished,Pre,Chaetodontidae,Chaetodon,ulietensis,Chaetodon ulietensis,12,,1,n,a,5.3,297,0
16/12/2011,Community 1,Fished,Pre,Scaridae,Scarus,oviceps,Scarus oviceps,32,t,1,n,ad,6.6,501,1
16/12/2011,Community 1,Fished,Pre,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,20,,3,ow,a,6.8,475,1
19/12/2011,Community 1,MPA,Post,Scaridae,Chlorurus,microrhinos,Chlorurus microrhinos,22,i,1,,p,5.3,200,0
19/12/2011,Community 1,MPA,Post,Scaridae,Chlorurus,japanensis,Chlorurus japanensis,26,t,1,,p,3,485,1
19/12/2011,Community 1,MPA,Post,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,22,t,1,,p,6,295,0
19/12/2011,Community 1,MPA,Post,Scaridae,Chlorurus,sordidus,Chlorurus sordidus,23,t,1,,a,6.2,160,0
19/12/2011,Community 1,MPA,Post,Scaridae,Scarus,oviceps,Scarus oviceps,27,t,2,,p,6.3,190,0
19/12/2011,Community 1,MPA,Post,Scaridae,Scarus,oviceps,Scarus oviceps,20,i,1,,a,3.6,320,0
19/12/2011,Community 1,MPA,Post,Scaridae,Chlorurus,japanensis,Chlorurus japanensis,24,t,1,,p,6.5,310,0
19/12/2011,Community 1,MPA,Post,Scaridae,Scarus,psitticus,Scarus psitticus,19,t,1,,a,4.8,150,0
19/12/2011,Community 1,MPA,Post,Acanthuridae,Ctenochaetus,striatus,Ctenochaetus striatus,17,,3,,p,3.8,260,0
19/12/2011,Community 1,MPA,Post,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,21,,1,,a,3,290,0
19/12/2011,Community 1,MPA,Post,Acanthuridae,Acanthurus,lineatus,Acanthurus lineatus,20,,1,,a,3.1,295,0
